User_ID,Age,Gender,Occupation,Country_Region,Stress_Level_Before,Stress_Level_After,Mood_Score,Sleep_Hours,Meditation_Minutes_Per_Day,Yoga_Minutes_Per_Day,Affirmations_Per_Day,Reels_Viewed_Per_Day,Podcast_Listening_Minutes,Audiobook_Listening_Minutes,App_Usage_Minutes_Per_Day,Streak_Days,Challenge_Participation,Subscription_Type,Productivity_Score,Mindfulness_Score,User_Satisfaction
USR0172,23,Male,Entrepreneur,India,6.5,7.0,7.4,7.0,4.2,0.7,3,9,14.0,9.1,36.7,43,Yes,Free,3.7,47.0,4.6
USR0173,31,Female,Working Professional,Australia,8.1,7.7,7.1,6.5,17.0,9.9,4,12,45.4,9.8,82.2,26,No,Free,3.4,68.7,4.0
USR0174,35,Female,Student,India,8.7,7.3,6.3,7.4,13.9,9.1,4,9,46.7,26.4,83.2,32,Yes,Premium,4.7,43.4,4.6
USR0175,34,Female,Working Professional,Germany,6.5,4.8,8.2,4.2,10.7,28.1,2,8,0.6,10.9,55.3,17,Yes,Free,3.5,78.6,4.5
USR0176,40,Female,Working Professional,USA,6.8,4.5,9.5,6.3,32.8,28.5,3,5,42.6,29.7,115.7,42,Yes,Free,5.8,71.0,6.1
USR0177,32,Male,Working Professional,UK,7.8,5.7,10.0,7.5,27.8,22.4,7,10,27.0,16.9,99.9,32,No,Premium,5.2,78.0,7.2
USR0178,46,Male,Student,India,5.6,4.1,7.7,9.4,17.5,39.3,6,17,19.2,17.9,113.8,35,No,Premium,5.9,62.8,5.0
USR0179,29,Male,Entrepreneur,USA,7.5,6.8,6.0,7.4,7.0,20.0,2,6,27.9,12.7,61.6,10,No,Free,4.7,63.9,3.4
USR0180,59,Male,Homemaker,India,6.4,6.0,7.2,6.8,9.1,21.2,1,16,7.8,3.4,77.6,18,No,Free,5.1,56.5,5.0
USR0181,38,Male,Freelancer,Singapore,6.8,6.2,7.5,5.6,2.9,10.1,4,12,5.8,7.5,54.8,7,No,Free,3.7,53.7,3.9
USR0182,23,Female,Student,Germany,6.9,5.9,9.4,6.3,15.1,4.4,7,5,3.5,17.4,54.1,13,No,Free,4.0,64.5,4.3
USR0183,21,Female,Student,USA,4.7,4.1,9.9,7.1,6.8,2.9,8,4,13.3,8.0,40.3,13,Yes,Free,5.7,44.6,4.1
USR0184,36,Female,Student,India,7.3,6.1,6.7,9.0,38.7,12.8,6,8,17.0,45.6,103.1,31,No,Premium,6.4,79.4,5.0
USR0185,29,Male,Freelancer,UAE,4.7,2.7,9.1,6.2,21.2,11.9,4,5,30.8,14.3,73.2,9,No,Free,5.7,68.1,5.5
USR0186,39,Non-Binary,Entrepreneur,USA,9.6,8.9,4.8,6.0,14.1,2.3,2,6,12.7,2.5,50.1,20,No,Free,2.1,37.4,2.4
USR0187,36,Non-Binary,Working Professional,India,9.6,9.8,4.5,8.9,6.8,3.6,3,10,11.8,10.0,34.9,44,Yes,Free,3.5,50.7,2.4
USR0188,31,Female,Student,UK,5.3,4.4,9.0,6.0,13.5,15.6,5,15,15.0,31.7,81.3,31,Yes,Premium,4.6,59.0,5.5
USR0189,23,Non-Binary,Working Professional,Singapore,5.7,4.7,8.4,7.4,22.5,3.2,2,5,34.1,15.5,70.3,12,No,Free,5.3,56.8,4.6
USR0190,18,Female,Working Professional,India,3.5,2.3,10.0,5.4,10.0,10.7,5,9,13.6,32.5,66.1,13,Yes,Free,5.3,64.2,5.4
USR0191,27,Non-Binary,Working Professional,India,8.1,7.6,5.5,6.1,3.8,30.8,4,9,11.6,20.8,72.3,47,Yes,Free,3.3,70.0,3.2
USR0192,40,Male,Freelancer,UAE,5.1,4.3,8.1,7.4,3.3,16.5,2,13,28.7,1.0,72.3,22,Yes,Free,5.4,50.8,4.2
USR0193,34,Male,Freelancer,India,6.4,5.6,7.3,6.5,2.7,13.2,5,7,1.3,1.8,42.1,7,No,Free,3.7,63.1,4.0
USR0194,19,Male,Student,India,6.2,5.9,9.0,6.9,22.5,10.5,2,7,9.1,15.7,70.7,32,Yes,Free,5.0,46.8,4.8
USR0195,33,Male,Student,UK,4.6,3.6,7.9,6.3,3.9,8.0,3,7,17.1,4.1,39.1,7,No,Free,4.1,52.2,3.1
USR0196,35,Male,Entrepreneur,Germany,7.3,7.5,7.0,6.4,11.2,2.5,4,6,12.3,13.3,42.7,6,No,Free,4.2,32.8,3.3
USR0197,23,Female,Working Professional,USA,8.9,8.1,5.1,6.4,9.0,27.0,1,12,4.0,23.6,79.8,14,No,Free,4.0,50.5,3.4
USR0198,33,Female,Student,Singapore,7.0,6.3,8.9,7.7,13.0,3.4,6,8,7.1,12.9,50.6,9,No,Free,4.3,62.2,5.3
USR0199,32,Female,Student,Canada,5.5,4.5,10.0,6.8,31.5,1.1,3,7,7.1,8.1,69.9,26,No,Free,5.2,70.3,5.7
USR0200,20,Male,Student,India,6.8,5.5,7.4,6.6,30.3,16.6,1,11,96.5,15.6,131.3,26,No,Free,4.6,67.2,5.0
USR0201,35,Female,Working Professional,Singapore,7.8,7.2,6.0,5.6,9.0,2.3,1,14,7.9,2.3,55.7,31,Yes,Free,3.3,65.5,3.7
USR0202,37,Female,Homemaker,USA,5.7,5.7,7.6,5.3,0.2,5.6,2,5,4.6,19.3,38.5,18,Yes,Free,3.0,47.7,4.0
USR0203,42,Male,Working Professional,India,5.4,4.2,8.0,8.9,18.3,8.3,4,9,49.6,27.9,87.7,35,Yes,Premium,6.0,44.1,5.5
USR0204,42,Female,Working Professional,UK,10.0,9.7,6.5,6.1,14.0,1.8,2,5,10.9,10.8,40.3,19,No,Free,2.7,29.7,2.9
USR0205,18,Male,Freelancer,USA,3.7,4.1,9.2,5.5,12.2,2.3,6,7,11.7,4.9,47.3,16,Yes,Free,4.2,47.5,4.8
USR0206,22,Male,Working Professional,India,10.0,9.8,6.4,5.6,15.8,0.7,0,7,15.9,24.0,55.1,6,No,Free,2.6,38.7,2.7
USR0207,37,Female,Retired,India,5.9,4.7,7.6,4.6,12.5,20.8,6,10,33.1,20.7,84.6,46,Yes,Premium,3.7,66.5,5.4
USR0208,37,Male,Retired,USA,7.3,5.8,7.1,9.9,25.6,29.8,6,12,32.9,10.9,101.2,91,Yes,Premium,7.4,74.3,5.5
USR0209,37,Female,Student,Germany,7.3,6.7,7.5,6.4,3.0,5.6,5,7,0.7,37.6,48.3,16,Yes,Free,3.6,42.8,3.8
USR0210,65,Female,Homemaker,UK,4.7,3.3,10.0,6.4,20.8,24.9,4,12,34.2,21.9,104.7,21,Yes,Free,6.0,60.1,4.7
USR0211,37,Female,Working Professional,Singapore,9.0,8.6,5.4,6.6,6.2,2.9,3,7,4.3,13.2,36.3,5,No,Free,2.7,45.6,3.6
USR0212,43,Male,Entrepreneur,India,7.9,7.3,7.4,4.9,18.6,4.7,3,14,6.9,8.6,58.5,50,Yes,Free,2.1,51.9,5.6
USR0213,41,Male,Working Professional,India,6.9,7.1,6.3,6.7,0.7,2.0,4,5,3.8,48.2,46.5,58,Yes,Free,3.7,53.1,3.6
USR0214,38,Male,Entrepreneur,India,8.1,8.0,7.7,6.7,17.9,19.6,5,8,44.1,32.4,100.1,59,Yes,Premium,4.6,77.7,5.5
USR0215,28,Female,Homemaker,India,5.8,5.2,7.6,8.1,18.3,6.5,5,7,17.5,11.5,59.8,8,Yes,Free,5.8,52.9,4.5
USR0216,39,Female,Working Professional,India,3.7,2.1,9.8,6.2,13.9,19.4,4,11,43.2,25.9,103.8,71,No,Premium,6.0,66.7,6.2
USR0217,24,Male,Working Professional,Australia,4.4,2.5,10.0,7.2,23.8,17.2,5,6,21.2,4.9,73.6,8,No,Free,5.8,86.1,5.7
USR0218,29,Non-Binary,Entrepreneur,UAE,7.0,5.7,6.9,7.1,24.9,17.5,3,12,17.2,13.3,88.2,36,Yes,Premium,5.3,68.3,6.0
USR0219,27,Female,Retired,Singapore,5.5,4.8,8.8,6.1,23.3,19.9,3,11,22.2,14.8,92.6,38,No,Premium,4.5,76.8,6.8
USR0220,32,Male,Student,India,6.9,5.8,7.2,7.5,6.5,32.8,3,5,14.2,5.2,68.5,43,Yes,Free,4.7,57.2,3.9
USR0221,55,Female,Freelancer,UAE,5.5,4.9,8.7,6.7,9.9,4.3,3,8,7.3,20.2,45.1,32,Yes,Free,4.6,65.6,6.1
USR0222,18,Female,Working Professional,USA,5.3,5.1,8.3,8.1,13.6,5.3,3,7,4.6,2.3,38.7,36,No,Free,5.2,48.5,4.9
USR0223,38,Male,Student,India,4.9,4.1,8.1,7.3,9.6,15.2,3,16,40.8,22.5,84.9,49,Yes,Free,4.9,64.8,5.7
USR0224,18,Male,Working Professional,UAE,5.7,5.4,7.7,5.6,18.0,11.3,1,8,27.5,11.1,64.0,19,No,Free,4.3,66.6,4.3
USR0225,27,Female,Working Professional,UK,8.1,6.8,5.7,7.4,8.5,2.4,4,7,8.5,7.3,40.7,34,Yes,Free,4.7,69.8,4.0
USR0226,42,Female,Homemaker,India,4.8,4.5,9.2,6.6,3.4,5.7,7,6,29.0,5.4,51.5,7,No,Free,4.0,55.9,3.7
USR0227,32,Female,Working Professional,USA,8.6,6.8,8.8,5.8,13.6,15.6,4,15,34.8,20.8,93.1,36,Yes,Premium,4.2,58.4,4.9
USR0228,21,Female,Homemaker,India,4.4,4.4,7.5,7.4,0.1,6.5,1,3,0.1,5.7,27.5,3,No,Free,4.1,30.0,3.5
USR0229,24,Male,Student,Australia,8.8,8.3,6.7,8.1,15.4,10.4,6,8,24.6,18.4,64.2,71,No,Premium,3.4,66.2,5.9
USR0230,38,Male,Working Professional,USA,6.2,3.9,10.0,6.3,20.7,31.0,5,6,6.9,20.1,86.7,72,Yes,Free,5.5,82.4,7.1
USR0231,24,Female,Working Professional,Singapore,6.5,3.7,7.7,6.4,33.7,25.2,3,14,19.9,24.8,114.9,28,Yes,Premium,5.6,78.7,5.8
USR0232,34,Male,Working Professional,India,6.6,6.6,7.5,6.5,3.4,7.9,3,6,5.8,20.7,51.9,20,No,Free,3.9,50.4,4.1
USR0233,32,Male,Student,USA,7.9,6.2,9.6,6.4,47.9,13.7,4,6,57.1,18.7,120.2,20,No,Free,5.0,79.8,5.3
USR0234,25,Female,Student,USA,7.4,5.4,7.5,6.5,20.5,35.3,3,8,28.3,35.3,118.3,35,No,Premium,5.6,85.5,5.8
USR0235,53,Non-Binary,Working Professional,USA,7.2,5.8,8.1,5.7,37.3,1.8,7,6,37.6,3.4,79.2,20,Yes,Free,4.6,78.5,5.6
USR0236,38,Female,Working Professional,USA,6.9,5.3,9.4,7.5,28.4,11.5,4,12,19.8,89.8,124.9,30,Yes,Premium,5.4,64.3,6.2
USR0237,18,Female,Working Professional,Canada,6.1,5.0,7.4,6.6,19.2,9.4,4,5,3.8,9.7,58.7,10,No,Free,5.4,59.4,4.3
USR0238,33,Male,Working Professional,UAE,8.6,8.0,6.8,5.1,1.3,19.3,1,8,43.9,19.0,75.3,25,Yes,Free,3.5,57.2,3.7
USR0239,25,Non-Binary,Retired,UAE,6.1,5.2,8.0,5.7,3.7,0.4,2,9,13.7,17.0,35.4,4,Yes,Free,3.9,51.3,3.8
USR0240,40,Male,Entrepreneur,Germany,7.9,6.6,8.4,6.7,10.1,57.6,6,9,60.1,22.5,127.5,46,Yes,Premium,5.6,98.5,6.1
USR0241,24,Non-Binary,Working Professional,Germany,7.3,5.9,7.7,7.0,18.9,7.3,4,8,1.3,82.1,103.2,18,No,Free,4.4,75.9,4.7
USR0242,30,Non-Binary,Working Professional,UK,6.4,5.4,9.4,7.1,16.3,13.3,5,12,64.6,13.7,97.2,60,No,Premium,4.7,55.4,5.1
USR0243,37,Female,Student,Germany,10.0,8.7,6.7,7.7,33.2,12.2,7,12,25.7,18.2,98.8,43,Yes,Premium,5.0,68.6,5.1
USR0244,40,Non-Binary,Entrepreneur,USA,8.8,8.1,5.0,6.3,6.2,2.3,1,4,3.4,2.0,21.9,27,No,Free,3.1,60.8,3.4
USR0245,19,Female,Student,USA,6.2,4.7,7.4,7.1,25.7,18.8,5,8,23.0,3.0,81.2,11,No,Free,5.5,59.3,4.2
USR0246,28,Male,Working Professional,USA,10.0,8.2,5.8,5.1,12.1,45.3,5,12,46.9,28.7,129.9,34,Yes,Premium,3.9,72.2,4.6
USR0247,27,Female,Working Professional,USA,8.4,8.9,6.2,8.1,2.9,6.4,1,9,1.0,0.1,24.0,116,No,Free,3.8,72.7,5.9
USR0248,25,Female,Working Professional,India,5.4,4.5,8.1,5.7,6.3,36.5,8,4,87.2,33.1,120.0,23,No,Free,5.7,71.5,4.1
USR0249,49,Male,Student,Singapore,8.3,7.9,6.4,4.9,7.9,20.8,2,7,23.9,15.0,69.7,16,Yes,Free,3.1,64.6,3.3
USR0250,36,Female,Homemaker,USA,6.6,7.1,6.8,6.3,6.4,7.9,1,8,7.8,8.7,46.2,46,Yes,Free,4.6,53.9,4.3
USR0251,19,Non-Binary,Student,India,7.2,6.3,7.1,8.2,21.6,13.5,4,10,3.3,6.0,75.3,8,No,Free,4.6,60.9,4.2
USR0252,41,Male,Freelancer,USA,7.5,7.0,6.9,7.2,1.5,6.9,2,6,10.0,2.0,32.1,19,Yes,Free,3.9,29.3,3.1
USR0253,53,Female,Student,India,7.5,5.6,9.0,9.1,16.5,17.8,7,9,20.0,48.2,89.5,29,Yes,Premium,5.5,69.6,5.6
USR0254,42,Female,Student,India,4.0,2.7,9.4,7.1,27.2,0.7,2,7,13.6,18.7,63.7,16,Yes,Free,6.0,53.1,4.7
USR0255,18,Non-Binary,Entrepreneur,India,5.0,4.7,8.6,8.1,1.0,14.3,2,8,30.5,6.2,67.5,11,Yes,Free,4.5,62.3,4.9
USR0256,27,Non-Binary,Student,USA,5.7,4.3,8.8,6.9,52.8,8.7,2,12,36.6,11.1,114.1,27,Yes,Premium,5.9,49.5,4.9
USR0257,44,Female,Homemaker,USA,9.0,5.6,9.5,5.3,74.4,28.4,6,18,26.5,15.9,163.9,42,Yes,Premium,6.0,93.8,7.0
USR0258,24,Non-Binary,Working Professional,Australia,8.0,7.7,6.8,7.6,11.4,28.9,3,11,17.5,13.1,70.6,53,Yes,Premium,4.4,78.1,6.3
USR0259,36,Female,Student,Australia,7.8,6.7,7.9,6.4,5.2,3.2,3,5,63.0,23.1,69.5,68,No,Free,3.4,74.4,5.1
USR0260,39,Male,Entrepreneur,USA,7.2,5.9,8.3,6.6,17.0,12.7,6,9,21.3,29.1,77.5,42,Yes,Premium,4.2,77.0,6.6
USR0261,22,Female,Working Professional,USA,5.6,4.7,8.2,8.4,22.5,7.9,6,12,6.5,10.3,67.3,17,Yes,Free,5.8,71.0,5.5
USR0262,31,Female,Retired,USA,3.8,3.0,9.6,7.2,13.6,10.9,4,10,20.7,32.6,74.5,37,No,Free,4.7,42.5,4.4
USR0263,18,Male,Student,Australia,8.5,7.9,6.2,6.8,15.5,4.1,6,4,29.4,3.0,45.3,19,No,Free,3.1,49.3,3.9
USR0264,21,Female,Retired,India,8.5,7.5,7.4,7.1,21.3,10.8,4,5,82.9,9.0,94.2,19,No,Free,4.3,71.1,3.9
USR0265,29,Female,Student,India,8.0,7.4,7.2,7.0,11.9,12.2,7,17,84.6,28.6,123.7,31,Yes,Premium,4.4,50.3,4.8
USR0266,19,Male,Working Professional,Australia,6.3,5.3,8.2,4.9,26.9,0.7,2,5,49.0,1.1,70.8,39,Yes,Free,4.1,58.2,5.5
USR0267,48,Female,Homemaker,USA,5.4,3.9,9.2,6.0,28.3,8.0,6,18,26.4,17.0,86.0,37,Yes,Premium,5.3,66.1,5.3
USR0268,18,Female,Entrepreneur,India,8.0,6.4,7.4,9.1,22.9,9.3,6,10,18.6,22.7,72.0,89,Yes,Premium,4.8,76.3,6.1
USR0269,27,Female,Entrepreneur,India,6.8,6.5,6.9,6.8,33.1,18.9,1,8,17.6,6.9,87.7,41,Yes,Free,3.9,74.5,5.2
USR0270,33,Male,Homemaker,UAE,5.8,4.3,9.3,8.3,18.1,39.1,2,5,0.3,9.8,74.4,18,No,Free,6.6,40.2,4.1
USR0271,46,Male,Retired,Germany,5.2,5.0,9.5,6.1,3.4,6.7,4,6,4.4,14.1,39.5,31,Yes,Free,3.5,55.7,5.1
USR0272,18,Male,Student,Canada,6.0,5.4,7.9,6.6,8.4,8.6,2,13,0.1,6.9,56.3,18,No,Free,4.6,44.8,5.2
USR0273,43,Female,Working Professional,USA,6.8,7.0,7.2,4.3,10.2,1.9,5,10,4.0,1.7,42.3,6,No,Free,1.9,59.3,3.8
USR0274,32,Male,Working Professional,USA,4.6,3.8,7.6,7.6,10.9,17.6,3,8,27.9,12.3,65.7,36,No,Premium,5.8,41.0,3.8
USR0275,22,Female,Working Professional,Singapore,7.9,6.3,7.0,6.2,46.4,1.9,6,11,10.0,11.2,86.3,49,No,Free,4.6,87.8,5.2
USR0276,36,Male,Working Professional,Singapore,4.2,3.3,7.5,4.0,2.1,11.3,4,6,9.2,2.9,42.2,43,Yes,Free,4.4,47.6,4.5
USR0277,33,Male,Working Professional,India,8.6,7.7,7.3,5.5,27.9,40.5,2,13,50.6,43.1,141.1,46,No,Premium,4.7,69.8,4.9
USR0278,25,Female,Student,Germany,6.2,5.7,6.4,7.0,10.6,2.6,5,4,22.5,27.0,48.6,14,Yes,Free,4.2,71.3,4.0
USR0279,32,Female,Freelancer,India,5.8,5.6,8.5,5.8,10.4,25.4,6,9,70.1,16.4,102.1,25,No,Premium,4.1,63.0,5.9
USR0280,28,Male,Student,India,7.8,6.1,7.3,6.0,38.8,0.3,5,9,11.8,26.7,89.6,16,Yes,Free,4.5,78.5,5.6
USR0281,33,Female,Working Professional,Canada,6.6,5.4,8.1,6.5,28.6,5.6,1,10,6.4,11.4,63.2,98,Yes,Free,4.4,67.0,5.7
USR0282,38,Male,Working Professional,USA,5.9,5.2,7.4,4.0,11.1,1.4,1,6,2.6,2.6,31.9,29,No,Free,1.7,67.0,4.5
USR0283,47,Female,Homemaker,UAE,6.4,5.9,6.5,4.7,3.9,5.2,2,6,22.3,14.3,40.4,29,No,Free,3.2,52.8,3.4
USR0284,19,Female,Freelancer,India,9.3,9.5,4.2,7.0,1.9,2.3,0,3,36.9,17.1,41.9,33,Yes,Free,2.6,50.1,3.4
USR0285,53,Male,Freelancer,USA,7.2,5.2,6.8,7.8,16.8,13.6,4,16,19.1,11.3,78.9,42,Yes,Premium,4.9,64.5,6.4
USR0286,18,Male,Student,UAE,5.9,5.5,6.8,7.3,4.4,6.5,3,10,42.2,5.7,59.1,24,No,Free,4.6,48.1,3.7
USR0287,30,Male,Working Professional,UAE,6.5,5.1,9.9,7.4,20.6,12.3,3,11,29.9,10.1,65.6,34,No,Premium,5.7,70.6,6.0
USR0288,37,Female,Student,India,6.3,3.9,10.0,7.2,50.9,12.8,4,14,3.1,5.7,97.9,22,No,Free,6.9,70.0,5.7
USR0289,34,Non-Binary,Working Professional,USA,5.5,4.6,8.4,8.8,12.8,30.1,3,7,20.6,6.1,85.6,49,Yes,Free,6.2,72.1,5.3
USR0290,25,Male,Working Professional,UK,7.9,6.8,7.3,8.4,33.1,6.1,3,12,14.7,14.9,82.7,18,No,Free,4.8,74.3,4.5
USR0291,29,Female,Student,India,6.5,5.6,7.9,6.8,25.8,10.6,7,12,15.6,13.3,77.6,59,Yes,Premium,5.3,77.8,6.9
USR0292,27,Male,Working Professional,Singapore,7.5,7.2,7.0,8.3,9.7,3.8,3,12,10.2,0.5,44.0,41,Yes,Free,3.7,45.2,3.5
USR0293,26,Male,Entrepreneur,UAE,3.1,1.6,9.9,7.7,28.9,23.1,6,3,30.7,5.7,80.1,37,Yes,Free,6.3,78.6,5.4
USR0294,40,Female,Entrepreneur,India,8.0,6.6,6.9,7.5,19.6,18.2,3,10,31.2,36.2,97.0,25,Yes,Premium,4.7,72.7,5.5
USR0295,35,Female,Working Professional,India,6.1,4.6,8.7,6.2,30.4,7.3,0,7,6.6,7.6,67.6,10,Yes,Free,3.9,45.7,4.1
USR0296,25,Non-Binary,Student,India,5.5,4.9,7.5,7.4,15.2,9.9,5,11,67.8,18.0,103.2,33,Yes,Premium,5.1,46.1,4.1
USR0297,40,Female,Student,UAE,5.0,4.5,6.2,5.2,2.1,7.2,4,8,5.4,9.5,35.0,41,Yes,Free,3.5,61.8,4.5
USR0298,35,Male,Working Professional,India,5.6,4.3,8.4,4.8,39.0,11.9,2,12,20.8,30.9,111.2,67,Yes,Premium,4.8,66.3,6.0
USR0299,40,Female,Entrepreneur,USA,6.4,4.7,9.6,4.7,23.3,42.4,3,10,23.8,19.8,118.8,28,Yes,Premium,4.7,79.1,6.3
USR0300,38,Male,Student,USA,8.3,5.2,7.3,7.3,43.0,33.9,3,7,60.0,11.4,131.1,36,Yes,Premium,5.5,96.9,6.1
USR0301,23,Female,Homemaker,UK,5.3,4.2,7.8,8.7,41.7,1.1,1,9,14.2,3.5,71.5,45,Yes,Free,5.6,52.5,3.9
USR0302,26,Male,Student,India,8.5,7.8,6.0,7.0,0.8,8.7,4,12,22.9,3.1,43.3,10,No,Free,3.6,34.4,3.5
USR0303,39,Female,Entrepreneur,India,7.4,6.8,6.0,7.7,20.4,11.1,3,10,89.8,20.6,111.9,101,No,Premium,5.0,76.2,6.9
USR0304,38,Male,Working Professional,UAE,9.7,8.2,7.7,5.8,7.0,6.3,5,9,30.6,0.5,50.9,19,No,Free,3.5,67.9,4.2
USR0305,31,Male,Homemaker,UAE,5.2,5.1,8.1,7.0,14.7,25.1,3,7,3.8,5.0,70.1,62,Yes,Free,5.2,82.7,6.7
USR0306,33,Female,Working Professional,Australia,7.6,5.7,6.9,9.4,33.7,17.0,5,14,46.1,24.0,118.5,38,Yes,Premium,6.4,81.3,5.6
USR0307,44,Male,Freelancer,India,7.9,7.7,6.5,7.8,4.9,4.9,4,8,27.6,6.6,39.0,12,No,Free,4.0,49.8,2.1
USR0308,26,Female,Student,USA,7.9,7.0,6.9,6.0,12.2,2.8,2,8,5.3,18.5,48.6,14,No,Free,3.3,52.3,4.1
USR0309,37,Male,Student,UK,6.7,5.3,7.8,5.2,18.5,19.3,3,9,7.9,7.4,70.5,50,Yes,Free,4.9,67.9,4.1
USR0310,29,Male,Entrepreneur,India,6.3,6.2,7.0,4.6,2.2,11.8,2,3,24.8,58.1,68.8,15,No,Free,2.9,66.0,4.1
USR0311,29,Male,Entrepreneur,UAE,4.1,2.9,9.3,7.6,25.2,7.6,3,8,5.4,50.4,87.2,31,Yes,Free,6.6,65.4,5.6
USR0312,42,Male,Retired,UK,5.6,4.3,9.1,7.1,24.0,10.9,5,12,19.7,34.1,87.0,36,Yes,Premium,5.6,59.5,5.9
USR0313,40,Female,Freelancer,India,4.6,3.5,9.5,8.5,44.8,4.9,1,6,24.3,46.3,109.2,68,Yes,Free,6.2,74.4,5.9
USR0314,40,Male,Homemaker,UAE,5.2,3.5,8.2,7.0,16.2,46.6,8,12,57.5,13.4,123.5,31,Yes,Premium,5.4,61.6,5.6
USR0315,45,Non-Binary,Student,Singapore,7.1,6.5,7.3,5.2,11.7,16.8,3,10,16.6,30.8,75.5,34,No,Premium,3.9,53.2,5.3
USR0316,32,Female,Working Professional,India,4.7,3.2,9.5,6.4,20.6,14.1,5,11,26.8,15.8,92.2,27,Yes,Premium,5.3,61.7,5.3
USR0317,38,Female,Working Professional,USA,5.5,5.5,7.0,6.6,1.3,8.8,2,8,18.7,19.4,44.6,22,Yes,Free,4.8,44.6,3.6
USR0318,28,Female,Freelancer,USA,6.6,4.1,10.0,6.8,62.4,26.1,3,12,37.6,17.0,144.3,40,Yes,Premium,5.7,71.7,6.4
USR0319,35,Female,Working Professional,USA,5.1,5.0,7.7,6.8,0.6,5.0,3,9,111.4,5.1,89.1,10,No,Free,4.9,35.4,3.0
USR0320,30,Female,Student,India,6.9,6.0,8.6,7.3,21.0,2.4,8,8,23.0,47.8,77.7,46,Yes,Free,5.3,67.6,5.0
USR0321,32,Male,Working Professional,UK,4.9,4.3,8.2,4.3,21.2,18.6,3,11,34.4,13.5,92.6,34,Yes,Premium,3.9,72.5,6.2
USR0322,37,Male,Homemaker,Singapore,6.8,6.4,7.0,5.7,6.9,13.1,3,8,91.6,21.3,102.1,24,No,Free,4.1,50.1,5.2
USR0323,23,Female,Working Professional,USA,8.0,6.4,7.8,8.6,11.0,23.0,5,10,16.3,26.8,81.9,34,Yes,Premium,5.9,64.1,5.6
USR0324,52,Non-Binary,Student,India,8.9,7.5,5.8,8.9,14.6,25.6,4,9,1.5,5.4,68.1,20,Yes,Free,5.8,71.8,4.4
USR0325,21,Female,Student,UK,8.9,7.9,7.3,5.6,23.2,13.6,2,9,31.5,19.2,88.3,24,Yes,Premium,4.1,87.8,6.6
USR0326,19,Male,Working Professional,USA,7.4,7.4,5.5,5.2,4.9,0.9,1,6,8.9,2.3,26.6,36,Yes,Free,3.8,44.7,3.1
USR0327,43,Female,Working Professional,Germany,4.4,1.1,10.0,7.4,46.2,46.1,6,9,17.0,48.1,145.2,38,Yes,Premium,7.5,81.3,6.6
USR0328,39,Female,Freelancer,USA,6.0,5.0,7.9,9.4,5.4,6.9,5,7,7.3,51.7,64.6,32,No,Free,5.5,63.4,5.2
USR0329,38,Female,Freelancer,India,6.7,6.5,9.0,7.0,9.0,11.7,4,8,22.4,19.8,62.0,8,Yes,Free,5.0,63.3,4.3
USR0330,38,Male,Freelancer,India,6.2,6.6,7.7,7.0,11.8,13.2,0,10,42.5,28.4,85.2,23,No,Free,3.1,39.1,3.0
USR0331,31,Female,Working Professional,Australia,9.5,8.4,6.7,5.2,1.6,9.5,1,9,2.0,1.3,23.6,50,Yes,Free,2.6,39.0,4.4
USR0332,23,Male,Homemaker,India,7.9,6.8,7.5,8.0,40.4,2.8,0,8,15.5,7.3,80.0,18,No,Free,4.6,49.1,4.5
USR0333,32,Male,Working Professional,Australia,7.0,6.4,7.9,6.4,7.0,16.9,2,8,7.0,6.0,59.0,10,Yes,Free,4.1,45.4,4.3
USR0334,25,Female,Working Professional,India,8.1,8.0,6.9,8.2,1.3,19.5,3,3,22.0,12.5,55.6,8,No,Free,4.5,60.4,4.4
USR0335,41,Male,Homemaker,USA,3.8,3.5,7.0,7.5,7.3,9.7,2,9,15.9,3.0,53.8,45,Yes,Free,5.6,57.6,4.6
USR0336,30,Male,Student,USA,7.3,6.9,6.5,7.3,13.8,8.0,4,11,52.3,12.4,85.3,14,No,Free,4.3,58.4,4.0
USR0337,23,Male,Student,Singapore,5.1,2.9,8.6,5.7,20.8,9.5,4,15,15.8,25.9,82.7,97,Yes,Premium,5.1,59.1,6.5
USR0338,28,Non-Binary,Retired,UAE,5.7,4.5,8.0,6.5,27.8,9.1,3,8,27.7,12.1,74.3,28,No,Premium,5.5,53.3,5.5
USR0339,36,Female,Working Professional,India,6.0,4.8,8.0,6.1,10.9,13.0,4,11,19.3,12.1,68.7,35,No,Premium,4.2,59.6,5.4
USR0340,26,Male,Freelancer,USA,5.0,3.7,9.2,7.1,15.0,12.5,3,14,30.4,10.5,84.3,36,No,Premium,5.1,58.9,5.7
USR0341,23,Female,Student,India,5.8,3.6,9.9,8.2,25.7,36.9,2,12,38.4,21.5,115.1,13,No,Free,6.0,73.1,5.5
USR0342,34,Female,Freelancer,USA,5.4,4.9,8.5,7.8,1.2,18.4,4,0,48.5,6.0,60.4,21,Yes,Free,5.0,68.1,5.2
USR0343,34,Male,Working Professional,USA,6.1,4.9,9.5,6.8,29.0,12.9,4,7,10.2,3.8,70.8,29,No,Free,4.3,55.9,4.5
USR0344,26,Female,Student,UAE,7.9,7.2,6.5,4.6,11.4,16.7,7,15,48.4,32.6,100.5,52,Yes,Premium,3.9,64.9,6.0
